Metric,Epoch,Mean,Std Dev
Loss_train,31,0.3850642740726471,0.008809417486190796
Loss_train,32,0.37219856679439545,0.004312559962272644
Loss_train,33,0.3598499000072479,0.011440277099609375
Loss_train,34,0.33680807054042816,0.00515197217464447
Loss_train,35,0.3048226982355118,0.004582598805427551
Loss_train,36,0.29956166446208954,0.002241089940071106
Loss_train,37,0.2900526374578476,0.0013430267572402954
Loss_train,38,0.28563864529132843,0.00012774765491485596
Loss_train,39,0.2987843155860901,0.0
Loss_train,40,0.2591109275817871,0.0
Loss_train,41,0.24247117340564728,0.0
Loss_train,42,0.21964901685714722,0.0
Loss_train,43,0.21954917907714844,0.0
Loss_validation,1,2.359675168991089,0.06998018742669894
Loss_validation,2,2.2647883097330728,0.1952490932976201
Loss_validation,3,2.2418922185897827,0.30119780467474017
Loss_validation,4,2.068932374318441,0.3415496476421253
Loss_validation,5,1.9958548545837402,0.43220354476997574
Loss_validation,6,1.8908811807632446,0.5401699558461689
Loss_validation,7,1.842565377553304,0.588223286889169
Loss_validation,8,1.7458682258923848,0.6108313726529919
Loss_validation,9,1.5637486179669697,0.6069646088008279
Loss_validation,10,1.423074205716451,0.5559786184064137
Loss_validation,11,1.3714692989985149,0.5392940531065313
Loss_validation,12,1.2856366634368896,0.5153188776508416
Loss_validation,13,1.2372745076815288,0.5240566650999904
Loss_validation,14,1.2314088344573975,0.47914693207944753
Loss_validation,15,1.2444308400154114,0.5015120125217762
Loss_validation,16,1.090128203233083,0.45345882094645895
Loss_validation,17,1.0305510958035786,0.4013528714812152
Loss_validation,18,0.9136364956696829,0.3496066218474591
Loss_validation,19,0.882254421710968,0.29748674606547015
Loss_validation,20,0.8252655764420828,0.2821578304155506
Loss_validation,21,0.790866494178772,0.24367185668710628
Loss_validation,22,0.8167123794555664,0.2212983350026696
Loss_validation,23,0.7081155876318613,0.16242773063427918
Loss_validation,24,0.7565189401308695,0.11155082959450052
Loss_validation,25,0.6570248603820801,0.14610767650428103
Loss_validation,26,0.7167299687862396,0.030399292707443237
Loss_validation,27,0.6492697596549988,0.0015816688537597656
Loss_validation,28,0.6745829284191132,0.020135551691055298
Loss_validation,29,0.6339330077171326,0.024305403232574463
Loss_validation,30,0.6612915992736816,0.014544069766998291
Loss_validation,31,0.6074046194553375,0.02971002459526062
Loss_validation,32,0.5766730904579163,0.0027968287467956543
Loss_validation,33,0.5494647026062012,0.022928953170776367
Loss_validation,34,0.5818242728710175,0.0035862624645233154
Loss_validation,35,0.5594826936721802,0.003996014595031738
Loss_validation,36,0.6143784821033478,0.021109670400619507
Loss_validation,37,0.5864351987838745,0.00047516822814941406
Loss_validation,38,0.5427201986312866,0.004760563373565674
Loss_validation,39,0.5643584132194519,0.0
Loss_validation,40,0.5820814967155457,0.0
Loss_validation,41,0.5533835887908936,0.0
Loss_validation,42,0.5476188659667969,0.0
Loss_validation,43,0.6308039426803589,0.0
hparam_accuracy,0,0.8659523924191793,0.022112754403405727
hparam_loss,0,0.4818202753861745,0.07223557833899115
