epoch,train_loss,train_accuracy,val_loss,val_accuracy,test_accuracy,test_balanced_accuracy
1,1.313387300473888,64.33213271587293,1.016673756478069,68.49450239639133,92.5396157621652,86.61930847167969
2,0.8740801505199293,72.83364778076344,0.6869150729900276,76.31801522413308,92.5396157621652,86.61930847167969
3,0.6154197377039166,80.44899281535265,0.496161215863115,83.84550324217649,92.5396157621652,86.61930847167969
4,0.4748463130760483,85.0208678749071,0.4096403767329615,87.18635466591486,92.5396157621652,86.61930847167969
5,0.3977792704432475,87.45831189373583,0.3596288167309385,88.68057513391598,92.5396157621652,86.61930847167969
6,0.3421989506973726,89.20016008232805,0.3288856137308988,89.7941922751621,92.5396157621652,86.61930847167969
7,0.3005939762766768,90.65042974482115,0.3001772523060575,90.456723992106,92.5396157621652,86.61930847167969
8,0.2706701879003426,91.56899738913346,0.3025616088982772,90.41443473357768,92.5396157621652,86.61930847167969
9,0.2419891719229337,92.70100813751834,0.2642904039270974,91.23202706512544,92.5396157621652,86.61930847167969
10,0.2213990708631349,93.27844796371468,0.2526012445665762,91.8099802650127,92.5396157621652,86.61930847167969
